time,head_sea,routine,salinity_lake,salinity_sea,ship_volume_lake_to_sea,ship_volume_sea_to_lake,t_flushing,t_level,t_open_lake,t_open_sea
1708286.0000001965,-0.7636,1,,,,,,199.00000002,,
1708485.0000001956,-0.7636,2,,,9.126747665000039,,,,226.0000000242144,
1708891.0000001779,-0.7955,3,,,,,,200.99999982,,
1709092.0000000158,-0.7955,4,,,,811.715576974,,,,56456.999999145046
1765728.9999997476,0.0415,1,,,,,,96.0,,
1765825.0000001863,0.0415,2,,,1713.4643009190002,,,,9526.000000163913,
1775530.9999996796,0.3291,3,,,,,,160.99999992,,
1775691.9999995967,0.3291,4,,,,0.0,,,,9625.000000046566
1785496.9999996014,0.02679999999999999,1,,,,,,85.99999998,,
1785582.9999995884,0.02679999999999999,2,,,1276.500461426,,,,403.99999951478094,
1786166.9999996899,-0.014099998999999995,3,,,,,,73.00000008,,
1786239.9999997811,-0.014099998999999995,4,,,,355.841015934,,,,586.9999995455146
1787006.9999999134,-0.0654,1,,,,,,107.0000001,,
1787113.9999997802,-0.0654,2,,,0.0,,,,841.0000004572794,
1788135.0000001956,-0.1343,3,,,,,,127.99999998,,
1788262.9999999423,-0.1343,4,,,,739.382979675,,,,391.99999985285103
1788834.9999997532,-0.18180000000000002,1,,,,,,139.00000002,,
1788974.0000001853,-0.18180000000000002,2,,,63.20155249499999,,,,23551.99999990873,
1812706.0000000522,0.3437,3,,,,,,162.99999996,,
1812868.9999998081,0.3437,4,,,,808.570469488,,,,983.9999999385327
1814032.9999997048,0.3824,1,,,,,,167.99999988000002,,
1814201.000000001,0.3824,2,,,0.0,,,,60402.99999997951,
1874783.9999999385,0.0833,3,,,,,,114.00000006,,
1874898.0000001844,0.0833,4,,,,1094.451005615,,,,409.00000005494803
1875487.0000001974,0.037399999999999996,1,,,,,,93.99999996,,
1875581.0000001686,0.037399999999999996,2,,,1050.297464777,,,,736.9999994058162,
1876498.0000001611,-0.0243,3,,,,,,83.99999994000001,,
1876581.9999996806,-0.0243,4,,,,0.0,,,,7069.999999366701
1883831.999999634,-0.4978,1,,,,,,178.00000014,,
1884009.9999997532,-0.4978,2,,,93.94334843399997,,,,452.0000000484288,
1884641.9999997597,-0.5451,3,,,,,,182.99999982,,
1884824.9999997905,-0.5451,4,,,,1599.426760203,,,,13385.99999975413
1898391.0000001313,0.2838,1,,,,,,154.99999998,,
1898545.9999999031,0.2838,2,,,1381.016391451,,,,28216.000000108033,
1926941.9999999693,-0.24459999999999998,3,,,,,,148.99999986,,
1927090.9999995958,-0.24459999999999998,4,,,,0.0,,,,414.0000005951151
1927685.000000149,-0.2983,1,,,,,,157.00000002000002,,
1927841.9999997597,-0.2983,2,,,2126.0823624229997,,,,525.0000001396984,
1928546.9999998575,-0.3605,3,,,,,,163.99999998,,
1928710.9999998473,-0.3605,4,,,,1924.299716225,,,,25301.000000769272
1954191.999999946,0.3503,1,,,,,,162.99999996,,
1954354.999999702,0.3503,2,,,0.0,,,,5457.000000122935,
1959991.999999783,0.3241,3,,,,,,160.99999992,,
1960152.9999997,0.3241,4,,,,252.812699294,,,,307.00000072829425
1960639.9999997579,0.3079,1,,,,,,157.99999986,,
1960797.9999996023,0.3079,2,,,2194.658691392,,,,3779.0000001434237,
1964756.9999997038,-0.0029,3,,,,,,48.9999999,,
1964805.9999998426,-0.0029,4,,,,65.808937847,,,,1230.9999992139637
1966216.9999996433,-0.09009999999999999,1,,,,,,116.0000001,,
1966332.999999728,-0.09009999999999999,2,,,0.0,,,,85523.00000055693,
2052035.9999996144,0.24559999999999998,3,,,,,,150.00000006,,
2052186.0000001034,0.24559999999999998,4,,,,1208.37555914,,,,433.9999996125698
2052799.999999674,0.1735,1,,,,,,138.0,,
2052937.9999998724,0.1735,2,,,0.0,,,,21505.99999940023,
2074623.9999998594,0.1029,3,,,,,,121.00000002,,
2074744.9999998556,0.1029,4,,,,51.744790498,,,,271.99999946169555
2075196.999999904,0.19990000000000002,1,,,,,,142.00000008,,
2075338.9999997802,0.19990000000000002,2,,,499.05983857,,,,53015.00000045635,
2128534.0000001946,0.2856,3,,,,,,154.99999998,,
2128688.9999999665,0.2856,4,,,,0.0,,,,10876.999999769032
2139745.9999996936,-0.04189999999999999,1,,,,,,96.0,,
2139842.0000001322,-0.04189999999999999,2,,,1588.090674257,,,,423.9999997895211,
2140445.99999988,-0.06720000000000001,3,,,,,,108.00000012,,
2140553.9999999804,-0.06720000000000001,4,,,,0.0,,,,2821.999999601394
2143556.0000001686,-0.21619999999999998,1,,,,,,143.99999993999998,,
2143699.9999998836,-0.21619999999999998,2,,,1483.7214277970002,,,,421.99999932199717,
2144301.9999997923,-0.25550000000000006,3,,,,,,151.00000008,,
2144452.9999998864,-0.25550000000000006,4,,,,11.260598441,,,,4346.000000042841
2148978.9999998873,-0.5353,1,,,,,,181.99999997999998,,
2149160.9999996843,-0.5353,2,,,0.0,,,,70747.00000025332,
2220087.9999998957,0.5365,3,,,,,,181.99999997999998,,
2220269.9999996927,0.5365,4,,,,1515.324755352,,,,416.0000004339963
2220866.0000000848,0.524,1,,,,,,179.99999994,,
2221046.000000043,0.524,2,,,0.0,,,,29065.00000054948,
2250290.999999922,-0.18439999999999998,3,,,,,,139.00000002,,
2250429.9999997253,-0.18439999999999998,4,,,,1202.586360372,,,,496.0000002756715
2251105.999999959,-0.057599999999999985,1,,,,,,105.0,,
2251210.999999987,-0.057599999999999985,2,,,0.0,,,,127815.00000078231,
2379206.0000000987,0.8761,3,,,,,,205.99999998,,
2379411.999999848,0.8761,4,,,,779.623983505,,,,392.99999945797026
2379984.999999893,0.9258,1,,,,,,208.00000002000002,,
2380193.00000011,0.9258,2,,,1816.4899714900002,,,,16378.999999724329,
2396751.9999997923,2.1705,3,,,,,,266.00000015999996,,
2397017.9999997374,2.1705,4,,,,1373.83955855,,,,712.0000004768372
2397910.0000001723,2.117,1,,,,,,263.99999988,,
2398173.99999965,2.117,2,,,0.0,,,,4512.000001128763,
2402866.000000108,1.7261000000000002,3,,,,,,247.99999992000002,,
2403113.999999617,1.7261000000000002,4,,,,28.177433428,,,,277.00000000186265
2403570.999999577,1.651599999,1,,,,,,245.00000003999997,,
2403815.9999996424,1.651599999,2,,,0.0,,,,3618.000000854954,
2407613.999999827,1.2248999999999999,3,,,,,,225.0,,
2407838.999999617,1.2248999999999999,4,,,,1556.938577661,,,,427.9999994672835
2408446.9999996712,1.1504,1,,,,,,220.99999992,,
2408667.999999784,1.1504,2,,,1611.670376265,,,,10529.000000143424,
2419376.9999998854,0.3489,3,,,,,,163.99999998,,
2419540.999999875,0.3489,4,,,,0.0,,,,47128.000000398606
2466848.9999996033,-0.3833000000000001,1,,,,,,167.00000004,,
2467015.9999996657,-0.3833000000000001,2,,,118.32111008099992,,,,283.9999997522682,
2467480.0000000047,-0.3972,3,,,,,,168.00000006,,
2467647.999999672,-0.3972,4,,,,594.031717384,,,,3160.000000661239
2470987.999999663,-0.2945000000000001,1,,,,,,157.00000002000002,,
2471144.999999902,-0.2945000000000001,2,,,0.0,,,,2827.9999997466803,
2474152.999999607,-0.02579999999999999,3,,,,,,85.00000019999999,,
2474237.999999989,-0.02579999999999999,4,,,,1191.937977148,,,,327.9999999795109
2474745.9999999264,0.03520000000000001,1,,,,,,91.99999992,,
2474838.0000000587,0.03520000000000001,2,,,0.0,,,,2244.999999878928,
2477262.9999998957,0.30939999900000004,3,,,,,,159.00000006,,
2477421.999999974,0.30939999900000004,4,,,,687.629424786,,,,393.00000071525574
2477995.0000000186,0.39459999999999995,1,,,,,,168.00000006,,
2478162.999999686,0.39459999999999995,2,,,0.0,,,,8062.999999523163,
2486405.999999796,0.9510000000000001,3,,,,,,210.00000006,,
2486615.999999852,0.9510000000000001,4,,,,1364.048713122,,,,420.0000001117587
2487215.999999922,0.9887,1,,,,,,211.99999992000002,,
2487427.9999998165,0.9887,2,,,0.0,,,,3773.9999996032566,
2491382.0000000065,1.0931000000000002,3,,,,,,218.00000004,,
2491600.0000000466,1.0931000000000002,4,,,,1831.155406301,,,,461.9999998714775
2492241.999999876,1.0859,1,,,,,,217.00000002000002,,
2492458.9999996824,1.0859,2,,,68.81901317899974,,,,40308.9999999851,
2532947.9999996256,1.7940999990000002,3,,,,,,250.99999998,,
2533198.999999836,1.7940999990000002,4,,,,0.0,,,,20062.000000057742
2553440.999999852,0.7135,1,,,,,,196.00000014,,
2553636.9999997783,0.7135,2,,,1331.2826204149999,,,,408.0000004498288,
2554225.0000001863,0.6548,3,,,,,,191.00000004,,
2554416.000000201,0.6548,4,,,,0.0,,,,13191.000000061467
2567786.999999592,1.3512,1,,,,,,231.00000011999998,,
2568018.0000001565,1.3512,2,,,1461.6981766150002,,,,416.0000004339963,
2568613.99999992,1.4682,3,,,,,,236.00000004,,
2568849.999999767,1.4682,4,,,,0.0,,,,5368.00000006333
2574397.9999997886,1.8145,1,,,,,,252.0,,
2574649.999999604,1.8145,2,,,1454.5565105660003,,,,465.9999995492399,
2575295.99999974,1.8269,3,,,,,,252.99999984,,
